freq (Hz),X (m^2/s^3),Y (m^2/s^3),Z (m^2/s^3)
29.6374,0.000103735,0.000210027,0.000110757
29.6618,0.000159053,0.000334933,0.000162006
29.6861,0.000148859,0.000271564,0.000137565
29.7105,0.000105699,0.000211255,9.27762e-05
29.7349,8.38716e-05,0.000155505,6.13807e-05
29.7593,8.46855e-05,0.000183046,6.48732e-05
29.7836,0.000123461,0.000198228,0.000116351
29.808,0.000143309,0.000197151,0.00014197
29.8324,0.000139517,0.000170119,0.000140672
29.8568,0.000128526,0.000197156,8.49015e-05
29.8811,7.6494e-05,0.000113173,4.69491e-05
29.9055,7.27338e-05,0.000118925,5.37928e-05
29.9299,0.000122111,0.000200162,0.000145714
29.9543,0.000111975,0.000215962,0.000175093
29.9786,0.000108415,0.000200156,0.000130448
30.003,0.000112706,0.000247344,0.000110453
30.0274,0.000112582,0.000222637,5.12236e-05
30.0517,5.92931e-05,0.000119918,5.20004e-05
30.0761,9.00137e-05,0.000142295,0.000132615
30.1005,0.000162194,0.000211074,0.000215249
30.1249,0.00012622,0.000182166,0.000177134
30.1492,9.17693e-05,0.000147881,9.61076e-05
30.1736,4.49555e-05,0.000101127,4.74887e-05
30.198,6.18864e-05,0.000107996,4.26191e-05
30.2224,8.93124e-05,0.000152461,9.38621e-05
30.2467,0.000107133,0.000157371,0.000149652
30.2711,0.000161764,0.00019932,0.000165556
30.2955,0.000147467,0.000251608,0.000148614
30.3198,7.17388e-05,0.000125193,9.34469e-05
30.3442,5.8337e-05,9.80762e-05,9.95386e-05
30.3686,0.000124214,0.000213731,0.000153729
30.393,0.000158411,0.00029113,0.000197403
30.4173,0.000131946,0.000248928,0.000172758
30.4417,8.19985e-05,0.000126952,8.99994e-05
30.4661,0.000124903,0.000235508,8.07742e-05
30.4905,7.05501e-05,0.000161013,6.51987e-05
30.5148,4.75841e-05,9.39055e-05,6.86686e-05
30.5392,0.000138538,0.000263133,0.000150805
30.5636,0.000121822,0.00018859,0.000142669
30.5879,0.00012987,0.000192033,0.000119654
30.6123,0.000116131,0.000204304,6.26809e-05
30.6367,0.000101898,0.000219834,7.5596e-05
30.6611,9.09821e-05,0.000178248,0.000110086
30.6854,0.000116745,0.000181113,0.000129965
30.7098,9.13706e-05,0.00015696,0.000117053
30.7342,7.08923e-05,0.000134011,6.52221e-05
30.7586,0.000100545,0.000134712,5.18279e-05
30.7829,7.82888e-05,0.000103925,5.70634e-05
30.8073,7.5786e-05,0.000135071,0.000103872
30.8317,0.000108778,0.0001827,0.000155961
30.856,0.000142292,0.000218108,0.000201044
30.8804,0.000108848,0.000176151,0.000128699
30.9048,5.66125e-05,0.000106561,4.1753e-05
30.9292,5.5147e-05,0.000124038,5.92181e-05
30.9535,9.11406e-05,0.000172567,0.000127462
30.9779,0.00011984,0.000199474,0.000179652
31.0023,0.000101079,0.000201119,0.000133935
31.0267,8.22076e-05,0.000146375,8.94304e-05
31.051,8.98868e-05,0.000150965,6.6486e-05
31.0754,7.35913e-05,0.000136191,4.90988e-05
31.0998,8.50103e-05,0.000149406,7.50439e-05
31.1241,0.000131867,0.000169994,0.000176807
31.1485,0.000110742,0.000156338,0.000156644
31.1729,8.7917e-05,0.000122456,9.73592e-05
31.1973,7.68314e-05,0.000167826,6.14269e-05
31.2216,6.05948e-05,0.000146417,6.67874e-05
31.246,5.14612e-05,0.000106712,0.000112431
31.2704,7.86399e-05,0.000114643,0.000134231
31.2948,0.000129886,0.000175923,0.000140386
31.3191,0.000129175,0.00016298,0.000107878
31.3435,5.9813e-05,7.49739e-05,7.24424e-05
31.3679,5.07614e-05,9.59001e-05,6.68642e-05
31.3923,7.45631e-05,0.000118328,0.000149759
31.4166,0.000143018,0.000171697,0.000238867
31.441,0.000129748,0.000140504,0.000253953
31.4654,8.56817e-05,0.000124666,0.000142523
31.4897,6.39585e-05,9.83735e-05,6.13609e-05
31.5141,4.37052e-05,0.000141581,6.01271e-05
31.5385,4.15233e-05,0.000145692,7.95787e-05
31.5629,0.000110651,0.000196382,0.00014882
31.5872,0.000122673,0.000188376,0.000143495
31.6116,0.000130955,0.0002296,0.000165329
31.636,8.37301e-05,0.000147096,0.000100361
31.6604,6.43212e-05,0.000151242,8.434e-05
31.6847,9.47663e-05,0.000191682,0.000107152
31.7091,0.00011328,0.000173448,0.000145594
31.7335,0.000136803,0.000179051,0.000131757
31.7578,6.52749e-05,0.000125344,6.76745e-05
31.7822,8.05329e-05,0.000130488,4.54501e-05
31.8066,6.13718e-05,0.000135731,5.46998e-05
31.831,5.42053e-05,0.000166881,9.98128e-05
31.8553,9.33649e-05,0.000175652,0.00014721
31.8797,0.000107783,0.000155399,0.000183004
31.9041,8.8121e-05,0.000116971,0.000141914
31.9285,6.54856e-05,0.000110821,8.04923e-05
31.9528,7.32917e-05,0.000105957,6.09573e-05
31.9772,9.98349e-05,0.00016415,9.74264e-05
32.0016,9.33904e-05,0.000128282,0.000121748
32.0259,6.80082e-05,0.000111924,0.00014967
32.0503,7.51275e-05,7.87288e-05,0.000109168
32.0747,8.25748e-05,0.000112774,7.22826e-05
32.0991,5.8627e-05,0.000120407,5.83357e-05
32.1234,6.14047e-05,0.000127482,9.92363e-05
32.1478,7.89555e-05,0.000133169,0.000146175
32.1722,0.000136363,0.000164966,0.000164264
32.1966,0.000123233,0.000153607,0.00012271
32.2209,6.69641e-05,0.000102872,5.98705e-05
32.2453,4.21582e-05,8.11602e-05,4.80107e-05
32.2697,5.49332e-05,0.000114726,0.000115142
32.294,8.81897e-05,0.000181726,0.000145985
32.3184,7.42575e-05,0.000105792,0.000162813
32.3428,7.88275e-05,9.21674e-05,0.000106108
32.3672,6.12597e-05,0.000104662,7.47434e-05
32.3915,6.35635e-05,0.000138071,6.65988e-05
32.4159,7.04985e-05,0.00017021,6.92011e-05
32.4403,0.000121036,0.000212319,0.000135974
32.4647,0.000126272,0.000203599,0.000159376
32.489,9.66811e-05,0.000123036,0.000129916
32.5134,8.4857e-05,0.000127252,6.56837e-05
32.5378,7.30022e-05,0.000159386,3.51703e-05
32.5621,5.11684e-05,0.000106982,6.69006e-05
32.5865,6.32168e-05,0.000130404,0.000123459
32.6109,9.02202e-05,0.000138702,0.000124658
32.6353,7.45687e-05,0.000102553,9.71115e-05
32.6596,9.92533e-05,0.000100765,6.20785e-05
32.684,6.40836e-05,0.000100727,5.59797e-05
32.7084,4.7364e-05,0.000128692,9.99197e-05
32.7328,6.48026e-05,0.000133691,0.000149104
32.7571,0.000148651,0.000205012,0.000221401
32.7815,0.00013293,0.000165174,0.000142857
32.8059,6.60858e-05,0.000105812,6.4893e-05
32.8302,4.35401e-05,0.000117467,4.88261e-05
32.8546,6.16551e-05,0.000165754,0.000109841
32.879,7.45313e-05,0.000163036,0.000140307
32.9034,8.79673e-05,0.000131811,0.000155712
32.9277,9.58208e-05,0.000125221,0.000154717
32.9521,7.59772e-05,0.000107084,9.59687e-05
32.9765,4.782e-05,8.21016e-05,6.10472e-05
33.0009,5.30132e-05,0.000114016,8.8744e-05
33.0252,9.13462e-05,0.000145009,0.000137652
33.0496,7.37867e-05,0.000141779,0.000126533
33.074,9.12629e-05,0.000182785,0.000113538
33.0984,5.30129e-05,8.70132e-05,4.88233e-05
33.1227,4.80163e-05,9.77334e-05,5.36127e-05
33.1471,4.37721e-05,0.000132948,6.67854e-05
33.1715,9.73913e-05,0.000146958,0.000139852
33.1958,0.000113394,0.000163542,0.000165826
33.2202,7.95868e-05,9.20545e-05,0.000147018
33.2446,8.40509e-05,0.00010755,0.000111242
33.269,6.67332e-05,0.000108475,4.28285e-05
33.2933,7.05669e-05,0.000117894,7.22834e-05
33.3177,6.41264e-05,0.000165579,0.000130711
33.3421,5.51378e-05,0.000115965,0.000167317
33.3665,7.2463e-05,0.000101196,0.000132529
33.3908,8.43462e-05,0.00011585,8.28898e-05
33.4152,4.36646e-05,0.000117831,4.85986e-05
33.4396,3.07315e-05,0.000103642,7.03548e-05
33.4639,5.32125e-05,6.9408e-05,0.000126003
33.4883,0.000106202,0.000106774,0.000133649
33.5127,8.43542e-05,0.000103782,0.000101329
33.5371,4.76504e-05,6.74739e-05,5.89953e-05
33.5614,2.8767e-05,5.91406e-05,3.72898e-05
33.5858,5.35766e-05,0.000118693,6.5232e-05
33.6102,7.2321e-05,0.000139717,0.000115506
33.6346,8.78231e-05,0.000113487,0.000144675
33.6589,7.75675e-05,0.000110358,0.000157
33.6833,5.82132e-05,8.16214e-05,9.68646e-05
33.7077,4.0493e-05,7.07731e-05,6.43391e-05
33.732,5.99601e-05,0.000140887,7.74457e-05
33.7564,8.21795e-05,0.000137106,0.000135551
33.7808,9.7521e-05,0.000151533,0.000180061
33.8052,9.9459e-05,0.000116975,0.00014565
33.8295,7.05749e-05,9.93589e-05,0.000114126
33.8539,5.43365e-05,0.00010036,5.14281e-05
33.8783,3.64702e-05,8.11482e-05,5.91604e-05
33.9027,5.93993e-05,0.000121001,0.000136699
33.927,7.72901e-05,0.000102835,0.000183861
33.9514,0.000106713,8.75157e-05,0.000142339
33.9758,7.99909e-05,9.296e-05,8.75852e-05
34.0001,6.90533e-05,0.00015949,4.02902e-05
34.0245,3.18096e-05,0.000116627,4.79737e-05
34.0489,5.18366e-05,0.000112407,0.000109805
34.0733,8.15434e-05,0.000118716,0.000159941
34.0976,8.16774e-05,0.000136179,0.000159035
34.122,7.4112e-05,0.000110295,8.58031e-05
34.1464,4.2191e-05,8.28297e-05,4.3593e-05
34.1708,3.32945e-05,8.56149e-05,6.8774e-05
34.1951,5.81718e-05,9.0973e-05,0.000111274
34.2195,7.31868e-05,0.000119808,0.00015589
34.2439,7.38231e-05,0.000107488,0.000141743
34.2682,6.85395e-05,9.93736e-05,9.54779e-05
34.2926,2.758e-05,5.83871e-05,4.7388e-05
34.317,4.54904e-05,0.000106943,5.46081e-05
34.3414,6.25991e-05,0.000122215,9.25151e-05
34.3657,7.21423e-05,0.000102267,0.000151408
34.3901,7.35949e-05,0.000111397,0.000151417
34.4145,4.22564e-05,5.46257e-05,8.67448e-05
34.4389,2.96705e-05,9.20288e-05,6.82223e-05
34.4632,3.77855e-05,9.19999e-05,8.03249e-05
34.4876,4.12728e-05,0.000104306,0.000122206
34.512,7.65464e-05,0.000110979,0.000148085
34.5363,0.000103443,0.000135743,0.000169929
34.5607,8.36993e-05,0.000102405,0.000137802
34.5851,4.19621e-05,7.52653e-05,6.67821e-05
34.6095,2.62888e-05,8.49128e-05,4.15313e-05
34.6338,5.56605e-05,8.61203e-05,7.85973e-05
34.6582,5.53424e-05,9.74146e-05,0.000128813
34.6826,5.68717e-05,8.25937e-05,0.000131113
34.707,4.70905e-05,6.8269e-05,9.62205e-05
34.7313,2.35076e-05,6.07816e-05,3.9939e-05
34.7557,3.33088e-05,6.78977e-05,5.85386e-05
34.7801,6.08341e-05,8.40452e-05,8.24487e-05
34.8045,0.000105043,8.6747e-05,0.000144208
34.8288,8.29659e-05,8.89999e-05,0.000121038
34.8532,5.98857e-05,5.82334e-05,9.76758e-05
34.8776,4.34678e-05,6.8739e-05,5.33224e-05
34.9019,2.363e-05,7.41687e-05,3.93605e-05
34.9263,3.8205e-05,8.71358e-05,7.94774e-05
34.9507,5.92945e-05,7.58646e-05,0.00013118
34.9751,9.10201e-05,9.32664e-05,0.000138726
34.9994,4.6461e-05,6.37069e-05,8.92621e-05
35.0238,6.02396e-05,0.00011046,6.88826e-05
35.0482,4.41254e-05,9.58571e-05,5.16028e-05
35.0726,4.46193e-05,8.50733e-05,9.4651e-05
35.0969,8.27794e-05,0.000117302,0.000115037
35.1213,9.60054e-05,0.000121253,0.000144082
35.1457,5.32281e-05,8.20376e-05,0.000124814
35.17,3.98813e-05,6.75196e-05,7.47039e-05
35.1944,3.07309e-05,7.04535e-05,4.49491e-05
35.2188,3.97269e-05,8.05066e-05,8.28187e-05
35.2432,6.57184e-05,9.72145e-05,0.00015001
35.2675,8.04416e-05,0.000103003,0.000157265
35.2919,8.97969e-05,8.96902e-05,0.000120914
35.3163,4.87872e-05,8.01852e-05,5.75785e-05
35.3407,2.8244e-05,7.43894e-05,3.98282e-05
35.365,3.02473e-05,6.15347e-05,7.02142e-05
35.3894,6.29649e-05,7.84893e-05,0.000116045
35.4138,6.75188e-05,9.0666e-05,0.000122485
35.4381,6.21178e-05,8.80964e-05,9.04419e-05
35.4625,3.2121e-05,7.08404e-05,4.97467e-05
35.4869,3.12642e-05,8.31712e-05,2.99703e-05
35.5113,5.06404e-05,8.56741e-05,6.63988e-05
35.5356,8.97332e-05,0.000107982,0.000123395
35.56,8.92472e-05,0.000100368,0.000145978
35.5844,8.35882e-05,6.779e-05,0.000103022
35.6088,4.01656e-05,5.78129e-05,5.18689e-05
35.6331,3.13518e-05,6.85307e-05,5.31021e-05
35.6575,4.34913e-05,8.47331e-05,7.44741e-05
35.6819,5.24078e-05,6.24339e-05,9.74619e-05
35.7062,7.58035e-05,7.48774e-05,0.000126411
35.7306,5.90155e-05,9.93256e-05,0.000116517
35.755,5.46935e-05,0.000101041,8.05095e-05
35.7794,3.22855e-05,8.16568e-05,4.95168e-05
35.8037,4.45452e-05,7.97161e-05,6.62838e-05
35.8281,7.24259e-05,0.000102037,0.000122876
35.8525,9.92872e-05,0.000118861,0.000171632
35.8769,8.71149e-05,8.24149e-05,0.000134019
35.9012,7.32618e-05,8.83194e-05,8.18078e-05
35.9256,4.91392e-05,5.18896e-05,3.58851e-05
35.95,3.92567e-05,6.54485e-05,6.20284e-05
35.9743,5.36671e-05,7.82044e-05,7.92694e-05
35.9987,7.24338e-05,7.05828e-05,0.000109863
36.0231,7.0936e-05,7.77804e-05,9.8721e-05
36.0475,3.85398e-05,8.43182e-05,6.36337e-05
36.0718,2.97843e-05,7.042e-05,4.98472e-05
36.0962,5.25715e-05,7.47094e-05,6.29361e-05
36.1206,7.18616e-05,0.000107859,0.00011251
36.145,0.000101231,0.000131309,0.000137669
36.1693,0.000105035,0.000110383,0.000123556
36.1937,7.52142e-05,7.97556e-05,5.79309e-05
36.2181,5.31795e-05,0.000103185,4.61954e-05
36.2425,5.59434e-05,9.93725e-05,5.0919e-05
36.2668,6.80677e-05,7.23767e-05,8.66985e-05
36.2912,6.31021e-05,7.07396e-05,0.000115022
36.3156,6.48074e-05,8.15086e-05,0.000130525
36.3399,3.20497e-05,5.67481e-05,8.36773e-05
36.3643,4.13807e-05,7.42067e-05,5.7282e-05
36.3887,6.49341e-05,9.52892e-05,7.45442e-05
36.4131,7.47274e-05,6.76297e-05,0.000109402
36.4374,9.42769e-05,7.60807e-05,0.000138672
36.4618,8.60012e-05,8.96084e-05,0.000114487
36.4862,7.65125e-05,9.46347e-05,7.94329e-05
36.5106,5.35071e-05,5.57369e-05,3.30166e-05
36.5349,5.97943e-05,9.46219e-05,7.59179e-05
36.5593,6.31982e-05,0.000102789,0.00011191
36.5837,7.05968e-05,8.63864e-05,0.000147583
36.608,6.71761e-05,9.47368e-05,0.000117458
36.6324,7.01901e-05,8.22046e-05,8.49959e-05
36.6568,4.43809e-05,9.89865e-05,4.70171e-05
36.6812,3.40021e-05,6.64089e-05,4.00697e-05
36.7055,7.53965e-05,8.4553e-05,7.87106e-05
36.7299,0.00013721,0.000109669,9.59969e-05
36.7543,8.61951e-05,9.61186e-05,0.000117202
36.7787,4.77788e-05,6.59712e-05,6.46367e-05
36.803,3.59029e-05,3.93712e-05,4.18776e-05
36.8274,4.28337e-05,5.32906e-05,4.73212e-05
36.8518,5.98118e-05,7.22284e-05,8.62397e-05
36.8761,8.39789e-05,0.000103957,9.00334e-05
36.9005,0.000113556,0.000106881,0.000101416
36.9249,6.573e-05,6.36023e-05,6.33463e-05
36.9493,4.25516e-05,5.0961e-05,3.86968e-05
36.9736,6.81824e-05,6.20399e-05,4.18077e-05
36.998,7.7405e-05,7.1931e-05,8.04848e-05
37.0224,7.56076e-05,7.19598e-05,0.000120034
37.0468,8.68773e-05,9.21005e-05,0.000148422
37.0711,6.52125e-05,7.42675e-05,0.000115306
37.0955,6.33653e-05,7.91007e-05,6.34892e-05
37.1199,4.43841e-05,5.54998e-05,5.42606e-05
37.1442,6.99871e-05,8.83006e-05,8.74191e-05
37.1686,9.15439e-05,8.32464e-05,0.00013925
37.193,0.000120985,9.65264e-05,0.000135528
37.2174,0.00010395,7.57196e-05,9.64265e-05
37.2417,4.75534e-05,5.35772e-05,6.06717e-05
37.2661,4.4303e-05,4.74414e-05,5.01715e-05
37.2905,8.40636e-05,8.28373e-05,7.21878e-05
37.3149,8.21994e-05,8.30583e-05,9.06887e-05
37.3392,7.1269e-05,0.00011757,0.000136307
37.3636,6.44198e-05,8.16931e-05,6.94767e-05
37.388,4.18946e-05,5.56131e-05,3.86645e-05
37.4123,6.70379e-05,8.32278e-05,3.6607e-05
37.4367,6.83535e-05,8.33733e-05,6.63089e-05
37.4611,9.55247e-05,8.92079e-05,9.46702e-05
37.4855,7.45962e-05,6.09529e-05,8.98306e-05
37.5098,6.97276e-05,7.07368e-05,7.8938e-05
37.5342,4.58151e-05,6.47914e-05,4.05541e-05
37.5586,3.52671e-05,3.20603e-05,3.46292e-05
37.583,5.36285e-05,5.1476e-05,5.82895e-05
37.6073,7.66791e-05,8.24842e-05,9.52909e-05
37.6317,9.27342e-05,9.37436e-05,0.00010905
37.6561,6.90102e-05,7.79472e-05,8.50304e-05
37.6804,6.56056e-05,8.14357e-05,4.3882e-05
37.7048,4.80082e-05,7.94914e-05,2.99851e-05
37.7292,5.44447e-05,3.69415e-05,5.9061e-05
37.7536,0.000104699,8.04857e-05,9.91502e-05
37.7779,0.000110039,0.00011364,0.000106304
37.8023,5.44463e-05,8.38801e-05,7.13352e-05
37.8267,4.17329e-05,5.8212e-05,5.93239e-05
37.8511,4.60323e-05,5.2802e-05,5.06827e-05
37.8754,7.43878e-05,9.01229e-05,7.52003e-05
37.8998,8.32925e-05,0.000100923,0.000114674
37.9242,0.000100671,7.35872e-05,0.00011787
37.9486,6.50649e-05,9.80085e-05,8.59112e-05
37.9729,2.24034e-05,5.7693e-05,5.33519e-05
37.9973,4.12536e-05,6.83365e-05,4.27917e-05
38.0217,6.20932e-05,4.55573e-05,5.51559e-05
38.046,6.37287e-05,5.33158e-05,9.02968e-05
38.0704,6.45887e-05,6.935e-05,0.0001228
38.0948,8.81911e-05,8.86457e-05,0.000100763
38.1192,5.64608e-05,6.93097e-05,5.32762e-05
38.1435,3.21815e-05,3.33837e-05,4.26398e-05
38.1679,4.89262e-05,3.89695e-05,5.82929e-05
38.1923,9.27169e-05,7.44579e-05,9.06182e-05
38.2167,9.96584e-05,9.11364e-05,0.000106749
38.241,6.93203e-05,7.1483e-05,7.74639e-05
38.2654,4.1571e-05,3.9955e-05,3.69226e-05
38.2898,3.4809e-05,4.40511e-05,3.62742e-05
38.3141,3.32196e-05,3.06909e-05,4.2869e-05
38.3385,5.61132e-05,3.18706e-05,6.69963e-05
38.3629,8.10205e-05,6.83479e-05,9.43685e-05
38.3873,7.64135e-05,8.90949e-05,8.73185e-05
38.4116,4.21659e-05,6.98615e-05,3.24624e-05
38.436,2.60525e-05,2.77374e-05,2.23961e-05
38.4604,4.69582e-05,5.50305e-05,4.71271e-05
38.4848,6.84624e-05,6.42555e-05,9.48762e-05
38.5091,7.2462e-05,6.40414e-05,9.42837e-05
38.5335,5.69358e-05,5.13226e-05,7.97055e-05
38.5579,4.73846e-05,5.52089e-05,3.88391e-05
38.5822,2.86947e-05,3.89803e-05,2.86001e-05
38.6066,3.61432e-05,3.63805e-05,4.91799e-05
38.631,6.88808e-05,5.85496e-05,9.38741e-05
38.6554,9.95825e-05,7.55295e-05,0.000100624
38.6797,7.7254e-05,8.7072e-05,7.15289e-05
38.7041,4.1909e-05,6.77445e-05,7.03757e-05
38.7285,2.51407e-05,3.2972e-05,4.98175e-05
38.7529,4.28451e-05,4.13537e-05,5.96402e-05
38.7772,5.03589e-05,7.35871e-05,9.44758e-05
38.8016,8.97851e-05,7.24241e-05,0.000121889
38.826,9.90917e-05,8.08343e-05,0.000102303
38.8503,7.13645e-05,6.44549e-05,5.28218e-05
38.8747,4.12541e-05,4.24889e-05,4.34716e-05
38.8991,6.42364e-05,4.74513e-05,5.30207e-05
38.9235,8.66941e-05,5.58637e-05,7.48026e-05
38.9478,9.18181e-05,7.5065e-05,9.35648e-05
38.9722,6.17026e-05,6.90044e-05,0.000101957
38.9966,5.64745e-05,9.31461e-05,7.74334e-05
39.021,5.06645e-05,6.9135e-05,4.58249e-05
39.0453,4.9547e-05,4.07394e-05,4.89263e-05
39.0697,7.24517e-05,7.69779e-05,0.000110175
39.0941,8.86941e-05,8.42859e-05,0.000100103
39.1184,0.000108446,8.54984e-05,7.61413e-05
39.1428,7.85943e-05,6.55854e-05,7.0182e-05
39.1672,6.41578e-05,5.63162e-05,2.9613e-05
39.1916,4.83416e-05,4.56622e-05,2.96337e-05
39.2159,7.35808e-05,3.74342e-05,6.44461e-05
39.2403,8.35239e-05,6.34063e-05,0.000106392
39.2647,4.73568e-05,7.37134e-05,7.7398e-05
39.2891,4.96888e-05,6.8748e-05,6.02054e-05
39.3134,4.55236e-05,4.6937e-05,3.23909e-05
39.3378,5.14492e-05,3.99802e-05,3.80104e-05
39.3622,0.000101052,6.09868e-05,5.75629e-05
39.3865,0.000107959,8.21553e-05,9.25048e-05
39.4109,9.324e-05,8.50872e-05,8.57342e-05
39.4353,6.39322e-05,6.43047e-05,5.58796e-05
39.4597,3.17582e-05,2.49334e-05,4.5032e-05
39.484,4.77007e-05,3.94647e-05,4.77097e-05
39.5084,5.67685e-05,4.68674e-05,9.01543e-05
39.5328,6.00907e-05,7.16352e-05,0.000125413
39.5572,8.07419e-05,8.62555e-05,9.98092e-05
39.5815,7.62297e-05,7.50469e-05,5.48568e-05
39.6059,5.22346e-05,6.43746e-05,3.3237e-05
39.6303,3.53789e-05,3.82411e-05,3.5172e-05
39.6547,6.33733e-05,3.48867e-05,5.90205e-05
39.679,8.96339e-05,5.36889e-05,8.44959e-05
39.7034,7.31116e-05,7.14052e-05,9.73166e-05
39.7278,6.09362e-05,6.91768e-05,7.74761e-05
39.7521,3.21151e-05,4.24118e-05,4.19126e-05
39.7765,4.156e-05,2.93926e-05,3.95074e-05
39.8009,5.93956e-05,5.95724e-05,7.40741e-05
39.8253,0.000100447,0.00010184,0.000100554
39.8496,9.02457e-05,7.7934e-05,7.89647e-05
39.874,6.52818e-05,7.25892e-05,4.20322e-05
39.8984,4.43953e-05,5.60417e-05,1.93487e-05
39.9228,3.59913e-05,3.27369e-05,3.05429e-05
39.9471,5.75398e-05,3.89698e-05,6.37312e-05
39.9715,6.54709e-05,6.44719e-05,9.83292e-05
39.9959,6.11968e-05,6.73094e-05,8.59465e-05
40.0202,5.16244e-05,7.38842e-05,6.58533e-05
40.0446,3.82229e-05,5.93407e-05,4.27922e-05
40.069,4.60808e-05,5.11307e-05,4.82693e-05
40.0934,5.78271e-05,6.20319e-05,7.2192e-05
40.1177,7.95151e-05,9.05212e-05,0.000107196
40.1421,7.62709e-05,8.62977e-05,9.62016e-05
40.1665,6.0625e-05,6.67409e-05,5.82884e-05
40.1909,4.27711e-05,4.0002e-05,3.87118e-05
40.2152,4.5599e-05,4.21055e-05,4.08904e-05
40.2396,6.05713e-05,5.25355e-05,7.79745e-05
40.264,9.0614e-05,7.14877e-05,9.67252e-05
40.2883,8.13827e-05,7.72375e-05,9.1695e-05
40.3127,6.22682e-05,6.55718e-05,6.14657e-05
40.3371,3.63718e-05,5.28962e-05,3.45725e-05
40.3615,3.38361e-05,4.00447e-05,3.2007e-05
40.3858,7.59083e-05,7.01948e-05,6.54739e-05
40.4102,7.67649e-05,6.69118e-05,9.10802e-05
40.4346,8.59453e-05,0.000103449,9.45929e-05
40.459,5.35492e-05,6.68249e-05,6.89316e-05
40.4833,2.36677e-05,3.09939e-05,2.81186e-05
40.5077,3.18916e-05,4.72586e-05,4.55117e-05
40.5321,7.27113e-05,5.02037e-05,9.2116e-05
40.5564,7.83473e-05,6.17079e-05,9.44791e-05
40.5808,7.25751e-05,6.66183e-05,8.73574e-05
40.6052,5.12885e-05,8.43565e-05,6.71871e-05
40.6296,2.85718e-05,5.04933e-05,3.06781e-05
40.6539,2.6847e-05,3.62865e-05,2.61935e-05
40.6783,4.98135e-05,7.0734e-05,6.98436e-05
40.7027,7.65681e-05,9.55322e-05,0.000114298
40.7271,7.32417e-05,8.73691e-05,0.000107828
40.7514,6.44053e-05,7.78963e-05,8.42364e-05
40.7758,3.89329e-05,5.59038e-05,4.55536e-05
40.8002,4.23579e-05,4.61839e-05,3.85002e-05
40.8245,5.37217e-05,4.1516e-05,5.03857e-05
40.8489,8.97283e-05,6.89987e-05,9.40128e-05
40.8733,7.63086e-05,6.93696e-05,8.39362e-05
40.8977,5.43346e-05,6.72724e-05,4.27463e-05
40.922,3.7098e-05,7.03233e-05,2.48092e-05
40.9464,3.04528e-05,4.15595e-05,3.6103e-05
40.9708,5.86189e-05,5.84782e-05,7.21527e-05
40.9952,7.23119e-05,6.55587e-05,0.000104108
41.0195,0.000122127,0.000105222,0.000123758
41.0439,6.82345e-05,6.84376e-05,6.27951e-05
41.0683,3.12644e-05,4.0872e-05,3.0515e-05
41.0927,3.89427e-05,3.71475e-05,3.62744e-05
41.117,6.49762e-05,5.52841e-05,7.3988e-05
41.1414,6.1041e-05,5.63568e-05,8.28855e-05
41.1658,5.92606e-05,7.60493e-05,8.54415e-05
41.1901,6.04762e-05,8.00772e-05,5.82392e-05
41.2145,5.78723e-05,5.83902e-05,2.82618e-05
41.2389,3.39781e-05,3.86962e-05,2.16424e-05
41.2633,4.65359e-05,4.71236e-05,7.29499e-05
41.2876,8.52197e-05,6.85231e-05,0.000108765
41.312,7.87029e-05,8.25853e-05,0.000100862
41.3364,7.81228e-05,8.52029e-05,7.67984e-05
41.3608,5.18624e-05,7.27708e-05,3.32286e-05
41.3851,3.36825e-05,3.49426e-05,3.9533e-05
41.4095,3.99875e-05,3.593e-05,7.49202e-05
41.4339,8.66417e-05,7.52465e-05,0.000117605
41.4582,9.76659e-05,9.66925e-05,9.88222e-05
41.4826,6.7261e-05,8.03575e-05,6.92811e-05
41.507,3.99911e-05,4.22711e-05,3.76108e-05
41.5314,3.99559e-05,3.85394e-05,3.95171e-05
41.5557,6.72765e-05,4.7763e-05,5.28183e-05
41.5801,8.84745e-05,6.85429e-05,8.71067e-05
41.6045,7.82321e-05,7.47046e-05,0.000111512
41.6289,5.04569e-05,6.53131e-05,8.73334e-05
41.6532,4.38055e-05,4.13682e-05,4.51428e-05
41.6776,4.09032e-05,4.61824e-05,3.52013e-05
41.702,6.16121e-05,6.9128e-05,6.60529e-05
41.7263,7.62545e-05,8.75657e-05,0.000108064
41.7507,9.56712e-05,0.00010468,0.000105689
41.7751,6.41987e-05,6.79047e-05,5.6192e-05
41.7995,5.15444e-05,5.26174e-05,2.16933e-05
41.8238,3.65009e-05,2.94163e-05,2.63577e-05
41.8482,4.48714e-05,4.00321e-05,5.92073e-05
41.8726,7.35291e-05,5.11957e-05,8.17037e-05
41.897,7.984e-05,7.0988e-05,0.000105344
41.9213,8.14496e-05,7.24489e-05,6.93836e-05
41.9457,3.50565e-05,4.76817e-05,2.90716e-05
41.9701,5.3552e-05,6.19742e-05,3.24485e-05
41.9944,7.50506e-05,5.26742e-05,7.40168e-05
42.0188,0.000102637,7.96859e-05,0.000109717
42.0432,9.57752e-05,0.000109763,0.000115994
42.0676,7.40882e-05,8.8867e-05,8.84441e-05
42.0919,6.7214e-05,5.42411e-05,4.80243e-05
42.1163,5.99468e-05,5.44295e-05,4.36282e-05
42.1407,6.57987e-05,4.3711e-05,8.28657e-05
