time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
5.15769,0.404917,-0.109385,0.433199
5.1677,0.390851,-0.0338179,0.520287
5.17772,0.449958,0.0380078,0.665585
5.18773,0.631168,0.0884354,0.91458
5.19775,0.712571,0.13587,1.1555
5.20776,0.74564,0.126892,1.43936
5.21778,0.77467,0.11941,1.97625
5.22779,0.748035,0.189141,2.44551
5.23781,0.846196,0.222959,2.96939
5.24782,0.902011,0.48617,3.56899
5.25783,0.89004,0.781104,4.66074
5.26785,0.940019,1.132,6.25048
5.27786,0.583733,1.75389,9.0424
5.28788,0.187944,3.02192,11.6832
5.29789,-0.616205,4.48073,14.9701
5.30791,-1.5661,6.29522,18.9479
5.31792,-1.65828,7.44638,23.1452
5.32794,-1.27999,7.82436,27.3776
5.33795,-0.654362,7.39386,30.7481
5.34797,-0.788437,7.57327,33.2261
5.35798,-0.235828,7.17793,35.0104
5.368,0.979373,6.62188,36.1609
5.37801,2.28451,6.27457,35.9919
5.38803,3.19639,6.23641,34.4684
5.39804,3.72865,6.68503,32.1825
5.40806,3.97136,7.15339,29.4731
5.41807,3.93096,7.46658,26.524
5.42809,3.51751,7.41884,23.4789
5.4381,2.69735,6.96889,20.6791
5.44812,1.76497,6.37842,18.1195
5.45813,1.03279,5.66046,15.5601
5.46815,0.351198,4.85482,12.9099
5.47816,-0.311394,4.11636,10.2034
5.48818,-0.786791,3.40334,7.69238
5.49819,-0.996581,2.73686,5.32213
5.50821,-0.921763,2.23438,3.20687
5.51822,-0.873281,1.86163,1.33715
5.52824,-0.832579,1.72382,-0.33788
5.53825,-0.926701,1.57642,-1.56296
5.54827,-1.17315,1.57418,-2.37758
5.55828,-1.4416,1.68237,-2.86809
5.5683,-1.29855,1.54291,-3.10541
5.57831,-1.11988,1.38519,-3.15599
5.58833,-1.03384,1.28463,-2.8214
5.59834,-0.975931,1.0723,-2.27164
5.60836,-0.835422,0.687132,-1.49008
5.61837,-0.578496,0.213382,-0.870138
5.62839,-0.395041,-0.147093,-0.0481831
5.6384,-0.221014,-0.309299,0.506521
5.64842,-0.0454896,-0.540189,0.99299
5.65843,0.118812,-0.665435,1.36559
5.66845,0.241663,-0.712571,1.45417
5.67846,0.310496,-0.584631,1.46135
5.68848,0.348355,-0.452203,1.28942
5.69849,0.33384,-0.293587,1.09953
5.70851,0.341621,-0.190637,0.895576
5.71852,0.332643,-0.159812,0.721998
5.72854,0.343267,-0.0501283,0.618449
5.73855,0.336982,0.00179564,0.628924
5.74857,0.42437,-0.0203506,0.812378
5.75858,0.524477,-0.115969,1.01873
5.7686,0.657804,-0.164601,1.2755
5.77861,0.800108,-0.18974,1.62146
5.78863,0.897671,-0.187345,1.96069
5.79864,0.931789,-0.171783,2.2254
5.80866,0.82001,-0.0540189,2.59889
5.81867,0.787389,-0.0329201,3.47801
5.82869,0.870138,-0.0659898,4.63096
5.8387,1.13619,0.0920267,6.42735
5.84872,1.24483,0.684289,8.90743
5.85873,1.21041,1.91894,11.6193
5.86875,1.05,3.8922,14.9064
5.87876,1.07364,5.32183,18.5201
5.88878,1.30124,6.18718,22.7183
5.89879,1.82213,6.21292,27.2667
5.9088,2.5546,5.65074,32.1595
5.91882,3.35905,5.40877,36.5457
5.92883,4.97752,4.46367,39.8489
5.93885,6.72932,3.689,41.085
5.94886,8.13381,3.27839,40.2315
5.95888,9.03253,3.27809,37.7995
5.96889,8.85536,4.06144,34.4597
5.97891,8.07066,4.73436,30.6519
