time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
3.92663,-6.19901,-4.53011,-2.33793
3.93664,-6.32575,-4.6139,-2.2854
3.94666,-6.51055,-4.75651,-2.14235
3.95668,-6.69026,-4.84449,-1.95545
3.96669,-6.92953,-4.98216,-1.75898
3.97671,-7.09787,-5.15394,-1.61862
3.98673,-7.09787,-5.15394,-1.61862
3.99674,-7.33595,-5.34099,-1.30663
4.00676,-7.46089,-5.42389,-1.25022
4.01678,-7.53511,-5.49571,-1.2571
4.0268,-7.66515,-5.58325,-1.28014
4.03681,-7.85204,-5.75069,-1.39117
4.04683,-8.0334,-5.98502,-1.54979
4.05685,-8.32939,-6.25497,-1.68177
4.06686,-8.57673,-6.51668,-1.72292
4.07688,-8.82962,-6.64058,-1.71319
4.0869,-8.82962,-6.64058,-1.71319
4.09691,-9.15523,-6.69281,-1.60171
4.10693,-9.30592,-6.72812,-1.66112
4.11695,-9.46124,-6.76837,-1.82093
4.12696,-9.46124,-6.76837,-1.82093
4.13698,-9.67776,-6.72618,-2.38626
4.147,-9.66011,-6.55185,-2.54637
4.15701,-9.66011,-6.55185,-2.54637
4.16703,-9.48353,-5.80546,-2.58543
4.17705,-9.32372,-5.36104,-2.52692
4.18707,-9.32372,-5.36104,-2.52692
4.19708,-8.89426,-4.57649,-2.38446
4.2071,-8.70198,-4.37119,-2.32521
4.21712,-8.42934,-4.18085,-2.26999
4.22713,-8.23631,-4.22634,-2.25907
4.23715,-8.06034,-4.32406,-2.2863
4.24717,-7.93883,-4.48925,-2.32266
4.25718,-7.8504,-4.74439,-2.31279
4.2672,-7.8097,-4.9856,-2.26401
4.27722,-7.80266,-5.16965,-2.17437
4.28723,-7.80266,-5.16965,-2.17437
4.29725,-7.91459,-5.42134,-2.03641
4.30727,-7.99435,-5.53641,-1.97476
4.31729,-8.0741,-5.65148,-2.02548
4.3273,-8.12603,-5.75503,-2.05167
4.33732,-8.13531,-5.83673,-2.05975
4.34734,-8.16389,-5.87444,-1.99316
4.35735,-8.14054,-5.92188,-1.8965
4.36737,-8.10777,-5.90018,-1.77649
4.37739,-8.02622,-5.8921,-1.66097
4.3874,-7.94796,-5.84122,-1.55398
4.39742,-7.91609,-5.83958,-1.46973
4.40744,-7.89634,-5.75309,-1.34943
4.41745,-7.84322,-5.63383,-1.32159
4.42747,-7.75463,-5.51921,-1.31905
4.43749,-7.68385,-5.42434,-1.30483
4.4475,-7.5833,-5.35924,-1.35272
4.45752,-7.54753,-5.36388,-1.43771
4.46754,-7.55591,-5.47401,-1.50639
4.47756,-7.54334,-5.58953,-1.52001
4.48757,-7.53017,-5.68994,-1.53213
4.49759,-7.56953,-5.77673,-1.56775
4.50761,-7.59153,-5.82431,-1.54814
4.51762,-7.68355,-5.87205,-1.49367
4.52764,-7.75792,-5.91844,-1.3822
4.53766,-7.75987,-5.92367,-1.26623
4.54767,-7.8088,-5.98278,-1.22702
4.55769,-7.84037,-6.04383,-1.18393
4.56771,-7.89245,-6.23626,-1.18198
4.57772,-7.90322,-6.35747,-1.1522
4.58774,-7.87105,-6.37603,-1.1121
4.59776,-7.85504,-6.325,-1.09774
4.60778,-7.87329,-6.27861,-1.11494
4.61779,-7.97056,-6.23282,-1.18916
4.62781,-8.09341,-6.21876,-1.25875
4.63783,-8.15715,-6.23567,-1.33087
4.64784,-8.21072,-6.26619,-1.4196
4.65786,-8.24065,-6.31512,-1.44774
4.66788,-8.26564,-6.35313,-1.44205
4.67789,-8.25322,-6.36061,-1.37845
4.68791,-8.20923,-6.34505,-1.2755
4.69793,-8.1163,-6.35912,-1.20787
4.70794,-7.96337,-6.3063,-1.135
4.71796,-7.82167,-6.26963,-1.03444
4.72798,-7.68729,-6.27921,-0.924456
4.738,-7.5827,-6.35987,-0.862507
4.74801,-7.51237,-6.40895,-0.795918
4.75803,-7.40104,-6.48152,-0.798013
4.76805,-7.28133,-6.50307,-0.788437
4.77806,-7.18541,-6.57848,-0.775119
4.78808,-7.06241,-6.57265,-0.783947
4.7981,-7.0262,-6.51938,-0.790681
4.80811,-6.97203,-6.41882,-0.776615
4.81813,-6.97038,-6.3036,-0.75402
4.82815,-6.97128,-6.15411,-0.755816
4.83816,-6.95497,-6.0377,-0.775568
4.84818,-6.95153,-5.97949,-0.798163
4.8582,-6.93911,-5.94821,-0.789185
4.86821,-6.89527,-5.94193,-0.783947
4.87823,-6.89437,-6.02737,-0.81582
4.88825,-6.89257,-6.14559,-0.815072
4.89827,-6.8824,-6.19916,-0.810134
4.90828,-6.8797,-6.2611,-0.835722
4.9183,-6.88883,-6.29043,-0.831831
4.92832,-6.9026,-6.27771,-0.862207
4.93833,-6.89377,-6.27293,-0.916825
4.94835,-6.88,-6.23417,-0.942862
4.95837,-6.86594,-6.20798,-0.992392
4.96838,-6.82149,-6.10578,-0.987005
4.9784,-6.80264,-6.02124,-0.993439
4.98842,-6.79935,-5.9111,-1.00436
4.99843,-6.79636,-5.84781,-1.03234
