time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
4.40184,11.1408,-2.00079,7.70091
4.41186,11.1779,-2.07157,7.83723
4.42189,11.1373,-2.28555,7.44309
4.43192,10.5437,-2.46332,6.79441
4.44194,9.59052,-2.13951,6.571
4.45197,9.13787,-1.42858,6.3449
4.462,8.95472,-1.18183,5.73872
4.47202,8.83411,-1.31172,5.13748
4.48205,8.48127,-1.33162,4.76952
4.49208,7.07588,-1.12213,3.51287
4.50211,7.26876,-0.118063,5.25435
4.51213,8.50581,-0.60588,3.94727
4.52216,8.93018,-2.04479,4.41773
4.53219,9.13937,-2.24351,5.19225
4.54221,8.90728,-2.20535,5.4803
4.55224,8.58197,-2.04374,5.51337
4.56227,7.97175,-1.90667,5.50125
4.57229,7.14007,-1.75419,5.05324
4.58232,6.2855,-1.71948,4.19028
4.59235,5.45636,-1.3608,3.83729
4.60237,4.76429,-0.707184,3.58635
4.6124,4.39813,-0.409556,3.2962
4.62243,4.34605,-0.28446,3.06516
4.63246,4.47609,-0.27623,3.16392
4.64248,4.84674,-0.31723,3.40828
4.65251,5.47925,-0.487966,3.73838
4.66254,6.23612,-1.14936,3.90717
4.67256,6.41358,-1.7937,3.60475
4.68259,5.91365,-1.85086,3.43671
4.69262,5.26258,-1.35661,3.68526
4.70264,4.95837,-1.04461,3.73763
4.71267,3.49237,-0.686833,3.51751
4.7227,4.00757,-0.245255,4.13267
4.73273,5.64445,-1.06347,2.93752
4.74275,6.79426,-1.97895,3.80931
4.75278,7.68071,-2.42861,4.84345
4.76281,8.06139,-2.79043,5.21065
4.77283,8.1775,-2.72339,5.42853
4.78286,8.37966,-2.75586,5.12012
4.79289,8.35078,-2.88515,4.77072
4.80291,8.14548,-2.64319,4.69545
4.81294,8.32011,-1.712,4.37059
4.82297,8.32011,-1.712,4.37059
4.833,8.34255,-1.65768,4.2651
4.84302,8.47962,-1.69209,4.33872
4.85305,8.92359,-1.66022,4.53325
4.86308,9.47949,-1.72367,4.4912
4.8731,9.91658,-2.03551,4.36745
4.88313,10.1795,-2.32566,4.32914
4.89316,10.1611,-2.17392,4.2633
4.90318,9.65442,-1.78607,3.90552
4.91321,9.12755,-1.3388,3.70112
4.92324,8.79595,-0.940468,3.88906
4.93326,7.53032,-0.875675,3.07908
4.94329,7.49815,-0.0362121,4.91811
4.95332,9.17543,-0.234182,3.51317
4.96335,10.7933,-1.23989,3.63109
4.97337,11.8292,-1.84502,4.40576
4.9834,12.1858,-1.98808,4.59714
4.99343,12.4282,-2.2465,4.46831
5.00345,12.6285,-2.53545,4.47758
5.01348,12.8397,-2.55999,4.50272
5.02351,12.7911,-2.6987,4.66777
5.03353,12.7127,-2.81422,4.94415
5.04356,12.8719,-2.93004,5.21589
5.05359,13.3929,-3.00231,5.46534
5.06362,13.8716,-3.11499,5.61767
5.07364,14.1205,-3.10018,5.43227
5.08367,14.024,-2.96446,5.32917
5.0937,13.2993,-2.83936,4.75546
5.10372,11.8637,-2.43025,4.62677
5.11375,10.0875,-1.73384,4.74992
5.12378,8.61429,-1.13784,4.41414
5.1338,7.51551,-0.838864,4.25028
5.14383,5.56021,-0.235828,4.28365
5.15386,6.09142,0.202309,4.91572
5.16388,8.06677,-0.590617,3.74167
5.17391,9.39525,-1.47288,4.35279
5.18394,10.1027,-2.02384,5.08077
5.19397,10.3224,-2.11736,5.34652
5.20399,10.1915,-2.02114,5.24896
5.21402,9.90177,-2.25877,4.67241
5.22405,9.22766,-2.30306,4.45978
5.23407,8.27432,-1.84562,4.29847
5.2441,7.38398,-1.4009,4.04184
5.25413,6.67724,-1.24543,3.73898
5.26415,6.11865,-1.22867,3.67882
5.27418,6.0356,-1.27954,3.88008
5.28421,6.20155,-1.4208,4.1632
5.29424,6.54287,-1.66695,4.22051
5.30426,6.99807,-2.16719,4.36102
5.31429,7.3129,-2.72264,4.13192
5.32432,7.00839,-2.8657,3.80212
5.33434,6.14693,-2.58318,4.05396
5.34437,5.10351,-2.4503,3.44569
